lyrics;title
"Señora de las cuatro décadas
Y pisadas de fuego al andar
Su figura ya no es la de los quince
Pero el tiempo no sabe marchitar
Ese toque sensual
Y esa fuerza volcnica de su mirar
Señora de las cuatro décadas
Permítame descubrir
Que hay detras de esos hilos de plata
Y esa grasa abdominal
Que los aerobicos no saben quitar
Señora, no le quite años a su vida
Póngale vida a los años que es mejor
Señora, no le quite años a su vida
Póngale vida a los años que es mejor
Porque nótelo usted
Al hacer el amor
Siente las mismas cosquillas
Que sintio hace mucho mas de veinte
Notelo as de repente
Es usted amalgama perfecta
Entre experiencia y juventud
Señora de las cuatro décadas
Usted no necesita enseñar
Su figura detras de un escote
Su talento esta en manejar
Con mas cuidado el arte de amar
Señora de las cuatro decadas
No insista en regresar a los 30
Con sus 40 y tantos encima
Deja huellas por donde camina
Que la hacen dueña de cualquier lugar
Señora, no le quite años a su vida
Póngale vida a los años que es mejor
Seora, no le quite años a su vida
Póngale vida a los años que es mejor
Porque notelo usted
Al hacer el amor
Siente las mismas cosquillas
Que sintió hace mucho mas de veinte
Notelo as de repente
Es usted amalgama perfecta
Entre experiencia y juventud
Como sueño con usted señora, imagenese
Que no hablo de otra cosa que no sea de usted
Que es lo que tengo que hacer, señora
Para ver si se enamora
De este 10 años menor
Señora, no le quite años a su vida
Pngale vida a los años que es mejor
Señora, no le quite años a su vida
Pngale vida a los años que es mejor
Sñeora, no le quite años a su vida
Pngale vida a los años que es mejor
Seora
";Señora de las cuatro decadas - new version
"Letra de SeñoritaSus pechos como punta de una roca
Se paseaban en el bar sirviendo tragos
Vestida como quien no quiere ropa
Y mas trucos en la piel que cualquier mago
Tenia varios nombres pa' olvidarse
Del nombre que le dieron en la casa
Tenia un pasado ideal pa' no acordarse
Y fama de cumplir cuando amenaza
Los martes se llamaba Margarita
Los viernes por las noches ya era Lola
Yo siempre le decía señorita
Usted no tiene porque estar tan sola
Recuerdo el jueves de aquel primer beso
Su nombre aquella noche era Julieta
Instinto siempre pudo mas que seso
Asuntos que no entienden los poetas
Jamas hubo una cama en nuestra historia
En baños y despensas trapecistas
Tatuada esta su espalda en mi memoria
Dos locos en un bar a lo hedonistas
Los martes se llamaba Margarita
Los viernes por las noches ya era Lola
Yo siempre le decía señorita
Usted no tiene porque estar tan sola
Un lunes con el nombre de Maria
Me dijo hasta mañana y no volvió
El bar se llama hoy Melancolía
Los martes se llamaba Margarita
Los viernes por las noches ya era Lola
Yo siempre le decía señorita
Usted no tiene porque estar tan sola
";Señorita
"Me parece una injusticia
Estar preso señor juez
Por tirarle una pedrada al presidente
Sé muy bien que en puntería nunca me he sacado un diez
Y el objetivo no era darle a ese teniente
Mi pedrada fue un rayón en el blindaje
En la pena debe usted considerar
Que mi piedra pretendía con su viaje
Mi recurso ciudadano de poderme expresar
Contra el nuevo inquilino de casa presidencial
Con sus sueños peregrinos de inscribirse al carnaval
Ese sueño que comienza cuando empieza a terminar
Sabe cuantos sueños rotos caben en urnas de cartón
Para que cuentan los votos si se repite la ecuación
Y si le escribo alguna carta a la utopía
Y de remitente mi nombre y dirección
Seria como escribirle a la melancolía
Y entregarme a la resignación
A cuantos peces flacos ha mandado usted a guardar
Como este que hoy le habla señoría
A cuantos peces gordos ha dejado de juzgar
Para darle de comer a la ironía
Mi pedrada es otra raya para el tigre
Inocente como el llanto de un patojo
Si le toco el corazón déjeme libre
Si le tocan la razón me pinta en rojo
Mientras el nuevo inquilino de casa presidencial
Con sus sueños peregrinos de inscribirse al carnaval
De ese sueño que comienza cuando empieza a terminar
Sabe cuantos sueños rotos caben en urnas de cartón
Para que cuentan los votos si se repite la ecuación
Y si le escribo alguna carta a la utopía
Y de remitente mi nombre y dirección
Seria como escribirle a la melancolía
Y entregarme a la resignación
Me parece una injusticia estar preso señor juez
Y ni siquiera haberle dado a mi objetivo
";Señor Juez
"Se nos muere el amor
Tiene hambre de frio
Se nos cayo de la cama
Cuando lo empujo el hastio
Y esta enfermo de muerte!!
El mismo que era tan fuerte
Tiene anemia de besos
Tiene cancer de olvido
Y por si fuera poco
Tiene ganas de morir
Se nos muere el amor
Se nos mueren las ganas
Las vemos agonizar
Convulsionando entre las sabanas
Y no existe un vino tinto
Que nos reviva el instinto
Se nos muere la magia
La pasion, la locura
Ay amor traicionero
Veniste pa' jorobarnos
Yo sobrevivia sin ella
Y ella, era feliz sin mi
Ay amor, con el tiempo
Te nos has oxidado
Ay amor susceptible
Ay amor delicado
Ay amor no te mueras
O muerete de un trancazo
Que no hay peor agonia
Que la que es de paso en paso
Se nos muere el amor
Se le acabo la ternura
Y a la libertad
La convertimos en dictadura
Se contagio de costumbre
Le falto fuego a la lumbre
Se nos mueren los sueos
Los versos, los besos
Ay amor implacable
Yo ya no se que prefiero
Que me odie de corazon
O que me ame sin amor
Ay amor con el tiempo
Te nos has oxidado
Ay amor susceptible
Ay amor delicado
Ay amor no te mueras
O muerete de un trancazo
Que no hay peor agonia
Que la que es paso a paso
Si todo era tan bello
Dime amor que nos pasa
Hoy ya no somos ni amigos
No cabemos en casa
Ay amor tan ingrato
Quitame solo una duda
Si eres tu el que se muere
O soy yo el que te mata
";Se nos muere el amor - en vivo
"El mundo sigue alla afuera
Con su rigor de cuartel
Yo aqui haciendo lo que quieras
Tan sometido a tu piel
Tan sometido a tu piel
Si sios me pasa factura
Por tus pecados mujer
Yo abonare e tu cintura
Con besos el alquiler
Con besos el alquiler
Y me sorprendo pensando
Que es lo que ago a que vine
Y me descubro abrasando mi motivo en tu piel
Y me sorprendo luchando
Por las cosas que pasan
Las noticias, el caos, la idiotes, el rencor
Y se me olvida besandote
Si dios me pasa factura
Tu vientre en cuarto menguante
Tu boca a medio cerrar
La polaroid deun instante
Que se va en puro soñar
Que se va en puro soñar
Tu con tus manos curiosas
Tu ombligo un tajo de sol
Tus piernas tan venenosas
Como cianuro en alcohol
Como cianuro en alcohol
Y me sorprendo pensando
Que es lo que ago a que vine
Y me descubro abrasando mi motivo en tu piel
Y me sorprendo luchando
Por las cosas que pasan
Las noticias, el caos, la idiotes, el rencor
Y se me olvida abrasandote
Si aqui se vive a escondidas
Si aqui es preciso mentir
Un mundo ideal pa' suicidas
El sitio ideal pa' sufrir
El sitio ideal pa' sufrir
Y me sorprendo pensando
Que es lo que ago a que vine
Y me descubro abrasando mi motivo en tu piel
Y me sorprendo luchando
Por las cosas que pasan
Las noticias, el caos, la idiotes, el rencor
Y se me olvida tocandote
Si dios me pasa factura!!
Si dios me pasa factura!!
";Si dios me pasa factura
"El Norte y sus McDonald's basketball y rock'n roll
Sus topless sus Madonas y el abdomen de Stallone
Intelectuales del bronceado, eruditos del supermercado
Tienen todo pero nada lo han pagado
<a annotation-fragment=""12891909"" class=""referent"" classification=""unreviewed"" data-id=""12891909"" href=""/Ricardo-arjona-si-el-norte-fuera-el-sur-lyrics#note-12891909"" image=""false"" ng-class=""{
          'referent--linked_to_preview': song_ctrl.referent_has_preview(fragment_id),
          'referent--linked_to_preview_active': song_ctrl.highlight_preview_referent(fragment_element_id),
          'referent--purple_indicator': song_ctrl.show_preview_referent_indicator(fragment_element_id)
        }"" ng-click=""open()"" on-hover-with-no-digest=""set_current_hover_and_digest(hover ? fragment_id : undefined)"" pending-editorial-actions-count=""0"" possibly-branded=""false"" prevent-default-click="""">Con 18 eres un niño para un trago en algun bar
Pero ya eres todo un hombre pa' la guerra y pa' matar
Viva Vietnam y que viva Forrest Gump
Viva Wall Street y que viva Donald Trump
Viva el Seven Eleven
Polvean su nariz y usan jeringa en los bolsillos
Viajan con marihuana para entender la situacion
De este juez del planeta que lanza una invitacion
Cortaselo a tu marido y ganaras reputacion
Las barras y las estrellas se adueñan de mi bandera
Y nuestra libertad no es otra cosa que una ramera
Y si la deuda externa nos robo la primavera
Al diablo la geografia se acabaron las fronteras
Si el Norte fuera el Sur
Serian los Sioux los marjinados
Ser moreno y chaparrito seria el look mas cotizado
Marcos seria el Rambo Mexicano
Y Cindy Crawford la Menchu de mis paisanos
Reagan seria Somoza
Fidel seria un atleta corriendo bolsas por Wall Street
Y el Che haria hamburguesas al estilo double meat
Los Yankees de mojados a Tijuana
Y las balsas de Miami a la Habana, si el Norte fuera el Sur
Seriamos igual o tal vez un poco peor
Con las Malvinas por Groenlandia
Y en Guatemala un Disneylandia
Y un Simon Bolivar rompiendo su secreto
Ahi les va el 187, fuera los Yankees por decreto
Las barras y las estrellas se adueñan de mi bandera
Y nuestra libertad no es otra cosa que una ramera
Y si la deuda externa nos robo la primavera
Al diablo la geografia se acabaron las fronteras
Si el Norte fuera el Sur, seria la misma porqueria
Yo cantaria un rap y esta cancion no existiria
";Si el norte fuera el sur
"El norte, sus McDonald's, basketball y rock 'n' roll
Sus topless, sus Madonnas y el abdomen de Stallone
Intelectuales del bronceado, eruditos de supermercado
Tienen todo pero nada lo han pagado
Con 18 eres un nio para un trago en algn bar
Pero ya eres todo un hombre pa' la guerra y pa' matar
Viva Vietnam y que viva Forest Gump
Viva Wall Street y que viva Donald Trump
Viva el Seven Eleven
Polvean su nariz y usan jeringa en sus bolsillos
Viajan con marihuana para entender la situacin
De este juez del planeta que lanza una invitacin
Crtaselo a tu marido y ganars reputacin
Las barras y las estrellas se aduean de mi bandera
Y nuestra libertad no es otra cosa que una ramera
Y si la deuda externa nos rob la primavera
Al diablo la geografa se acabaron las fronteras
Si el norte fuera el sur seran los Sioux los marginados
Ser moreno y chaparrito sera el look ms cotizado
Marcos sera el Rambo Mexicano
Y Cindy Crawford la Mench de mis paisanos
Reagan sera Somoza
Fidel sera un atleta corriendo bolsas por Wall Street
Y el Ch hara hamburguesas al estilo Double Meat
Los yankees de mojados a Tijuana
Y las balsas de Miami a la Habana, si el norte fuera el sur
Seramos igual? o tal vez un poco peor
Con las Malvinas por Groenlandia
Y en Guatemala un Disneylandia
Y un Simn Bolivar rompiendo su secreto
Ah les va el 187, fuera a los yankees por decreto
Las barras y las estrellas se aduean de mi bandera
Y nuestra libertad no es otra cosa que una ramera
Y si la deuda externa nos rob la primavera
Al diablo la geografa se acabaron las fronteras
Si el norte fuera el sur, sera la misma porquera
Yo cantara un rap y esta cancin no existira
";Si el norte fuera el sur - en vivo
"Ricardo Arjona
Miscellaneous
Sin Daños A Terceros
Justamente ahora
Irrumpes en mi vida
Con tu cuerpo exacto y ojos de asesina
Tarde como siempre
Nos llega la fortuna
Tu ibas con el
Yo iba con ella
Jugando a ser felices por desesperados
Por no aguardar los sueños
Por miedo a quedar solos
Pero llegamos tarde
Te vi
Me viste
Nos reconocimos enseguida pero tarde
Maldita sea la hora
Que encontré lo que soñé
Tarde..
Tanto soñarte y extrañarte sin tenerte
Tanto inventar
Tanto buscarte por las calles como un loco
Sin encontrarte
Ahí va uno de tonto
Por desesperado
Confundiendo amor con compañía
Y ese miedo idiota de verte viejo y sin pareja
Que ase escoger con la cabeza lo que es del corazón
Y no tengo nada contra ellos
La rabia es contra el tiempo por ponerte junto a mi tarde
Ieeieeee.. uuhhh
Ganas de huir
De no verte ni la sombra
De pensar que esto fue un sueño o una pesadilla
Que nunca apareciste
Que nunca as existido
Ganas de besarte
De coincidir contigo
De acercarme un poco y amarrarte en un abraso
De mirarte a los ojos
Y decirte bienvenida
Pero llegamos tarde
Te vi
Me viste
Nos reconocimos enseguida pero tarde
Quizás en otras vidas
Quizás en otras muertes...
Que ganas de rozarte
Que ganas de tocarte
Y acercarme a ti
Y golpearte con un beso
De fugarnos para siempre
Sin daños a terceros
";Sin Daños A Terceros
"¿Qué hace el sexo en internet
El pudor en la vedett;
Que hace un porche en Tel Aviv?
Un pigmeo en un iglú
Una duda en un budú
Qué hace Frida sin sufrir?
Si así como quien no quiere la cosa
Más fácil disparar rosas
Un misil que tú quizás
Quién me manda a ser adicto de tus besos si la luna no es de queso ni tu boca suvenir?
Qué hace casto en un motel
Qué hace un genio en un cuartel
Y qué estas haciendo tú, sin mí?
Qué estás haciendo tú?
Qué estoy haciendo yo
Subastando en el mercado
Besos tan improvisados con despecho al portador?
Qué estás haciendo tú?
Qué estoy haciendo yo
Malgastando en cualquier cama
Lo que se nos de la gana
Pa' vengarnos de los dos?
Qué hace un lunes en verano
Un judío sin paisanos
Y qué estoy haciendo yo, sin ti?
Qué hace un hippie en la oficina
Una orca en la piscina
Una monja en carnaval?
Qué haces tú cuando estás sola
Chapuseándote en las olas
De un pasado que pasó?
Qué hago yo cuando el domingo es por la tarde
Y el campeón se hace cobarde
Y pregunta dónde estás?
Ya no estoy para los versos de Neruda
Y en mi cama no figura
Ni un buen beso de alquiler
Qué hace Louvre sin Monalisa
Un nudista con camisa
Y qué estoy haciendo yo, sin ti?
Qué estás haciendo tú?
Qué estoy haciendo yo
Subastando en el mercado
Besos tan improvisados con despecho al portador?
Qué estás haciendo tú?
Qué estoy haciendo yo
Malgastando en cualquier cama
Lo que se nos de la gana
Pa' vengarnos de los dos?
Qué hace un 30 de febrero
Qué hace un rey sin heredero
Y qué estoy haciendo yo, sin ti?
";Sin ti... sin mí
"Yo tengo un sillón de marruecos que extraña tu espalda
Un falso picasso que cubre el retrato en que estabas
Catorce adoquines que exigen tus huellas descalzas
Yo vivo del aire que expulsa el olor de tu blusa
Yo tengo temor a perderte y terror a que vuelvas
No puedo vivir junto a ti y sin ti es imposible
Me muero por verte otra ves y me matas si vuelves
Que bueno seria despertar y que tu no existieras
Coro
Si tu no existieras
Serian mas cortos los días
No habría que revolcarse en esta historia inconclusa
Que es jugar ruleta rusa, con ganas de perder
Si tu no existieras
Seria mas fácil el aire
No habría que respirar todo el aroma que dejaste
Desde el día en que te marchaste
Si tu no existieras
Tu tienes el don de lo extremo no hay como evitarlo
Jamas fui infeliz y feliz como he sido contigo
Tu tienes el don de lo absurdo y hay que soportarlo
Seria mejor desde luego que tu no existieras
Coro
Si tu no existieras
Serian mas cortos los dias
No habiria que revolcarse en esta historia inconclusa
Que es jugar ruleta rusa, con ganas de perder
Si tu no existieras
Seria mas facil el aire
No habría que respirar todo el aroma que dejaste
Desde el día en que te marchaste
Si tu no existieras
";Si tu no existieras
"El confesor me dice que no te quiera y yo le digo
""Padre, si usted la viera""
Dice que tus amores me vuelven loco que a mi deber no atiendo
Que duermo poco, que duermo poco
Dice que nuestras muchas conversaciones fomentan en la
Aldea murmuraciones
Dice que no quererte fácil me fuera y yo le digo
""Padre, si usted la viera, si usted la viera""
En vano le aseguro que eres tan pura, hay que rezar
Delante de tu hermosura
Que eres gentil, airosa cual azucena, que nacen de tus
Labios nardo y verbena
Que son lluvias de mayo tus blondos rizos y que vivir
No puedo sin tus hechizos
Él me dice muy hosco que es gran quimera y yo le digo
""Padre, si usted la viera""
Confesando que el alma tengo en tus ojos me dijo el
Padre cura con mil enojos
Que un pecado tan grande no perdonaba y que si te
Quería me condenaba, me condenaba
Entonces con amante dulce arrebato del pecho en que lo
Llevo saqué un retrato
Y el cura al ver tu imagen, luz y alma mía
Contemplándolo lo absorto se sonreía, él sonreía
""Esa sí que refleja santos amores"", creyó que eras la
Virgen de los Dolores
""Esa sí que es hermosa, qué luz destella"", y yo le dije
""Padre, pues ésta es ella""
Olvidado ya el cura de su corona dijo abriendo los
Ojos, ""Linda persona si es buena como
Hermosa que en paz te quiera"", yo le dije
""Padre, si usted la viera""
""Esa sí que refleja santos amores"", creyó que eras la
Virgen de los Dolores
""Esa sí que es hermosa, qué luz destella"", y yo le dije
""Padre, pues ésta es ella""
";Si Usted La Viera
"El confesor me dice que no te quiera
Y yo le digo padre, si usted la viera
Dice que tus amores me vuelven loco
Que mi deber no atiendo, que duermo poco
Que duermo poco
Dice que nuestras muchas conversaciones
Comentan en la aldea murmuraciones
Dice que no quererte, fácil me fuera
Y yo le digo padre, si usted la viera
Si usted la viera
En vano le aseguro, que eres tan pura
Hay que rezar delante de tu hermosura
Que eres gentil e ilusa, cual azucena
Que nacen de tus labios, marba y verbena
Que son lluvias de mayo, tus prontos rizos
Y que vivir no puedo, sin tus hechizos
Él me dice muy hosco, que es gran quimera
Y yo le digo padre, si usted la viera
Confesando que el alma tengo en tus ojos
Me dijo el padre cura con mil enojos
Que pecado tan grande no perdonaba
Y que si te quería, me condenaba
Me condenaba
Entonces con amante dulce arrebato
Del pecho en que lo llevo saque un retrato
Y el cura ve tu imagen, dulce alma mía
Contemplándolo absorto se sonreía
Él sonreía
Es casi que reflejas santos amores
Creyó que eras la virgen de los dolores
Es así que es hermosa que luz destella
Y yo le dije padre, pues esta es ella
Olvídalo y el cura de su corona
Dijo abriendo los ojos, linda persona
Si es buena como hermosa, que en paz te quiera
Y yo le dije padre si usted la viera
(bis)
";Si usted la viera (El Confesor)
"Letra de Sixto PérezElla era la mujer de Sixto Pérez
Y Sixto era por eso un enemigo
Cuidado cuando escojas las mujeres
Podrás perder incluso a tus amigos
Era la reina del lugar
Lo fue en el barrio desde siempre
A Sixto le tocó ganar
Con su carita de inocente
Sixto, no es nada personal
Y que culpa tienes tú
De tener al Santo Grial
De toda esta comarca universal
Sus piernas las columnas del infierno
Sus ojos el portón del paraíso
Su boca la humedad de los inviernos
Y sus pechos ricos como banco Suizo
Tiene algo de electricidad
Cuando desplaza su cintura
Es como una enfermedad
Que sube la temperatura
Sixto, no es nada personal
Y que culpa tienes tú
De tener al Santo Grial
De toda esta comarca universal
Le ha dado por contarle a las vecinas
Que Sixto aunque es buen tipo no la toca
Que las cosas van muy mal en la oficina
Y que la deja con los besos en la boca
Y yo cortándome las venas
De si me dieras lo que botas
Imaginando las escenas
De como arrancaria tu ropa
Sixto, no es nada personal
Y que culpa tienes tú
De tener al Santo Grial
De toda esta comarca universal
Hay alguien que hoy le da lo que ella quiere
Aunque esto no lo sepa...
Sixto Pérez
Quién se aburre de la maravilla
Que no se asuste si le quitan la silla
Si tienes un tesoro que te espera
Regalale una flor sin primavera
Quién se aburre de la maravilla
Que no se asuste si le quitan la silla
Si encuentras un amor y está casada
En esto no habrá propiedad privada
";Sixto Pérez
"Si yo fuera diputado
Seria un tipo bien intencionado
Promoveria la industria
Sin olvidar a chepe el del mercado
Si fuese cardenal
Censuraria el sermon si se repite
Conseguiria una novia
Para no andar jugando al escondite
Por eso no soy
Ni diputado ni cardenal
Soy marioneta del carnaval
De ser rey de inglaterra
Empezaria por devolver las tierras
Que se las han robado
Justo a los que no pueden darles guerra
Si fuese Demi Moore
No habria proposicion indecorosa
Por menos de un millon
Me hubiese ido a acostar con cualquire cosa
Por eso no soy
Rey de inglaterra ni Demi Moore
Soy aprendiz de cantautor
Buscando historias en los cocktailes
Puritanas en los burdeles
Buscando genios en los cuarteles
Mordiendo tiras en los retenes
Buscando flores en la basura
Buscando ilesos en las dictaduras
Buscando humanos en las caricaturas
Buscando enanos con estatura
Si yo volviera ser niño
Seguro no le haria caso a nadie
Te heredan sus complegos
Iglesia y hasta equipo de futbol
Si fuese lo que soy
Seguro pensaria esta todo bien
Que es lo que puedo hacer
Si ya soy pasagero de este tren
Por eso no soy
Ni niño ni lo que soy
Soy otro plato mas en el mantel
";Si Yo Fuera
"En la jerarquía de los militares
Por analogía soy soldado raso
No pretendo mucho, pido andar liviano
No hablo solo escucho y solo sigo el paso
Soy caso perdido juraba mi abuela
Jubile a cupido, harto del fracaso
Soy soldado raso, no pretendo nada
Muero los domingos caigo en cada paso
Hice un testamento y le deje mi vida
Pa que limpie el piso con mi amor de idiota
Y como no tengo mas razón para vivir que su razón
Me quede aquí
Soy soldado raso, solo pago el peaje
Rabia con sonrisa tras el camuflaje
Voy marcando el paso mientras sobrevivo
No tengo coraje, me gano el olvido
Hice un testamento y le deje mi vida
Pa que limpie el piso con mi amor de idiota
Y como no tengo mas razón para vivir que su razón
Me quede aquí
Hice un testamento y le deje mi vida
Pa que limpie el piso con mi amor de idiota
Y como no tengo mas razón para vivir que su razón
Me quede aquí
Soy soldado raso ya no quiero nada
Muero los domingos tras el camuflaje
";Soldado Raso
"Un hotel que no es de nadie, una cama que no es mía
Se me muere un día más
Un avión a cualquier parte, una mano que saluda
No recuerdo bien quién es
Un saludo de Internet, una novia en la cartera
Y una foto con los fans
El salir en la tele
Buscando algún remedio contra la soledad
Soledad acompañada, soledad endemoniada
Tantos gritos, tantas luces, tanta gente y soledad
Soledad de no estar solo, soledad de andar pensando
Si valdrá algún día la pena tanta ausencia por cantar
Soledad de andar buscando, soledad de deshacerse
Deshacerse de esos sueños que se hicieron realidad
Soledad de no estar solo, soledad de andar pensando
Si valdrá algún día la pena tanta ausencia por cantar
Un sueño de pastilla, un café que me incorpora
Un diario bajo la puerta
A las 10 una entrevista trae consigo algo de muerte
Y se roba algo de mí
Mientras que un itinerario me maneja por la vida
Como pieza de ajedrez
Si cantar por vocación no es cuestión de calendario
Sino de respirar
Soledad acompañada.....
¿A dónde va la prisa, los aplausos, las canciones?
¿A dónde va ese tiempo que gané o que perdí cantando?
";Soledad
"La soledad no se toca el corazon... para humillarme
Me pone a oir tus fotos, me pone a oler tu ausencia
A ver la luz q esta apagada
La soledad enamorada es un misil golpeando el pecho
La menopausia en cinta de un amor
Que ya no es nada
La soledad es el brasier que se quedo
Cuando te fuiste
El desibel de tu silencio
El calendario de tu ausencia
L alma mather de lo absurdo
La soledad enamorada es mi pistilo sin tu estambre
Es la ejepota mas pervesa y sigue aqui
Conmigo
Yo no se si es una trampa que dejaste
Yo no se si es una treta o una venganza
Yo no se si tienes tu que ver con esto
La soledad enamorada sigue aqui
Conmigo
Esta soledad que se desliza
Esta soledad que se incorpora
Esta soledad de tus cenizas
Esta soledad que me evapora
Que te extranha
Igual que yo
";Soledad enamorada
"Soy fugitivo de mi mismo
Mi otro yo me construyó un abismo
Entre el ayer y el hoy...
Y mucha culpa tienes en ésto
Y óigase bien que no es un pretexto
Pero es que cómo te extraño...
Cinco años no son pocos
Y menos para este loco
Que entre más pasa el tiempo
Más te ama...
Y hoy estoy solo como un niño en un asilo de ancianos
Solo como un anillo para un hombre sin manos
Solo como Fidel, caminando por la acera del Wall Street
Solo como Octavio Paz en una disco de moda
Solo como se siente sin amantes la alcoba
Solo como mis padres, desde el mismo dia que decidi partir
Solo...
Y es tan estúpido el amarte
Incluso más que el recordarte
Pero es que no hay remedio...
Y si estoy solo no es porque quiero
Pues lo he intentado pero no puedo
Nunca aprendi a olvidarte...
Cinco años no son pocos
Y menos para este loco
Que entre más pasa el tiempo
Más te ama...
Y hoy estoy solo como un niño en un asilo de ancianos
Solo como un anillo para un hombre sin manos
Solo como Fidel, caminando por la acera del Wall Street
Solo como Octavio Paz en una disco de moda
Solo como se siente sin amantes la alcoba
Solo como mis padres, desde el mismo dia que decidi partir
Solo...
";Solo
"Solo quera un cafe
Con poca azucar
Quiza un croissant
No hibi por la tertulia
O el flirteo
Solo quera un cafe
Quiza echarle un vistazo
A las malas nuevas en los diarios
O sacudirme esa peresa cronica
De mis amaneceres
Juro por mi
Que solo fui
Por un cafe
Pero te vi
Y cambiaste mi vida, mi ritmo, mi espacio
Mi tiempo, mi historia, mis sueños y todo
Y me agregaste risas, dos dudas, un duende y un para de fantasmas
Y este amor que te tengo
Juro por mi
Que solo fui
Por un cafe
Pero te vi
Quien hiba a imaginar
Que esa mañana en el cafe
Yo ira a coincidir con el milagro
De pisar el mismo espacio
A la misma hora que te vi
Y como si esto fuera poco
Que tus ojos se fijaran justamente en mi
Juoro por mi
Que solo fui
Por un caf
Pero te v
Y cambiaste mi vida,mi ritomo,mi espacio
Mi tiempo, mi historia, mis sueos y todo
Y me agregaste risas, dos dudas, un duende y un para de fantrasmas
Y este amor que te tengo
Juro por mi
Que solo fui
Por un caf
Pero te vi
";Solo Queria Un Cafe
"Estoy comiendo mal y durmiendo peor
Estoy decepcionado del amor
Demacrados los ojos
Los pantalones flojos
El cincho esta por darme dos vueltas
Veinticinco libras de menos
Son veinticinco dias que no nos vemos
A donde ire a parar?
Mi cuerpo anda mal y mi cuerpo peor
Es la herencia que me dejo tu amor
Me cuesta dormir
Se me olvido sonreir
Mi cuerpo es un manojo de nervios
Diecinueve cigarros en fila
Dicen que es mala la nicotina
Pero es peor la soledad
S.O.S. rescatame
Es imposible vivir sin ti
Precaucion corazon peligro
Esta vida no es vida sin ti
S.O.S. rescatame
Es imposible vivir sin ti
El futuro junto a ti era mi amigo
Hoy que no estas es mi gran enemigo
Como te extrao
Hasta el espejo se ha opacado ya
Sin tu reflejo
Mi historia se acabo desde que tu no estas
En vano te espero, se que no vendras
Desordenada la casa, el alquiler amenaza
Una nota dice que estoy en mora
Siento algo en las mejillas
Que me hace, no se, cosquillas
Otra vez volvi a llorar
S.O.S. rescatame
Es imposible vivir sin ti
Precaucion corazon, peligro
Esta vida no es vida sin ti
S.O.S. rescatame
Es imposible vivir sin ti
El futuro junto a ti era mi amigo
Hoy que no estas es mi gran enemigo
Como te extrao
Hasta el espejo se ha opacado ya
Sin tu reflejo
";S.O.S. Rescatame
"Suavecito me pusiste todo en su lugar
Suavecito, como juego para armar
Empezaste curando males al azar
Como al barro el alfarero, como brisa de aguacero
Conquistaste, suavecito
Colocaste besos justamente en el lugar;
Suavecitos, cirugía para curar
Las heridas que dejo el pasado sin sanar
Y en el caos de mi infierno instalaste tu gobierno
Y abrazaste suavecito
Suavecito, fuiste casi imperceptible
Sin prisas de a poquito
Colocaste tu bandera inamovible
Suavecito, fuiste tan demoledora
Pasito con pasito
Tu paciencia arrolladora me salvó
Suavecito
Suavecito fui ganando con saber perder
Suavecito sin afanes de imponer
Con la calma que viene del tacto de mujer
Como huella de gaviota, como se forma una gota
Me atrapaste, suavecito
Me aceptaste como un cero izquierdo y sin valor
Me peleaste sin nada a tu favor
Con la suavidad con la que se mueve un rumor
Con el paso de un anciano, con paciencia de artesano
Me salvaste, suavecito
Suavecito, fuiste casi imperceptible
Sin prisas de a poquito
Colocaste tu bandera inamovible
Suavecito, fuiste tan demoledora
Pasito con pasito
Tu paciencia arrolladora me salvó
Suavecito
";Suavecito
"Justamente ahora
Irrumpes en mi vida
Con tu cuerpo exacto y ojos de asesina
Tarde como siempre
Nos llega la fortuna
Tu ibas con el
Yo iba con ella
Jugando a ser felices por desesperados
Por no aguardar los sueños
Por miedo a quedar solos
Pero llegamos tarde
Te vi
Me viste
Nos reconocimos enseguida pero tarde
Maldita sea la hora
Que encontré lo que soñé
Tarde..
Tanto soñarte y extrañarte sin tenerte
Tanto inventarte
Tanto buscarte por las calles como un loco
Sin encontrarte
Ahí va uno de tonto
Por desesperado
Confundiendo amor con compañía
Y ese miedo idiota de verte viejo y sin pareja
Que hace escoger con la cabeza lo que es del corazón
Y no tengo nada contra ellos
La rabia es contra el tiempo por ponerte junto a mi, tarde...
Ganas de huir
De no verte ni la sombra
De pensar que esto fue un sueño o una pesadilla
Que nunca apareciste
Que nunca has existido
Ganas de tocarte
Ganas de besarte
De coincidir contigo
Y amarrarte en un abrazo
De mirarte a los ojos
Y decirte bienvenida
Pero llegamos tarde
Te vi
Me viste
Nos reconocimos enseguida pero tarde
Quizás en otras vidas
Quizás en otras muertes...
Que ganas de tocarte
Que ganas de rozarte
De coincidir contigo
Y golpearte con un beso
De fugarnos para siempre
Sin daños a terceros
";Tarde (Sin Daños A Terceros)
